Order ID,Customer ID,Customer Name,Segment,Order Date,Ship Date,Ship Mode,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
IN-100174,CU-0272,Customer_CU-0272,Corporate,2023-01-25,2023-01-29,Standard Class,Chhattisgarh,Central,Furniture,Furnishings,412.14,5,0.1,53.73
IN-100175,CU-0249,Customer_CU-0249,Consumer,2022-04-12,2022-04-18,First Class,Rajasthan,North,Office Supplies,Paper,189.51,4,0.1,34.8
IN-100176,CU-0794,Customer_CU-0794,Corporate,2021-03-06,2021-03-11,Standard Class,West Bengal,East,Office Supplies,Storage,91.08,1,0.0,32.41
IN-100177,CU-0178,Customer_CU-0178,Consumer,2023-08-24,2023-08-31,Standard Class,Gujarat,West,Office Supplies,Labels,333.01,7,0.1,77.17
IN-100178,CU-0305,Customer_CU-0305,Corporate,2023-07-31,2023-08-08,Standard Class,Andhra Pradesh,South,Technology,Machines,524.17,1,0.1,179.43
IN-100179,CU-0588,Customer_CU-0588,Corporate,2022-08-15,2022-08-21,Standard Class,Kerala,South,Office Supplies,Paper,1041.22,6,0.1,241.41
IN-100180,CU-0263,Customer_CU-0263,Consumer,2023-02-17,2023-02-24,Standard Class,Gujarat,West,Technology,Machines,1168.06,3,0.0,424.84
IN-100181,CU-0686,Customer_CU-0686,Corporate,2023-09-09,2023-09-12,Standard Class,Jharkhand,East,Office Supplies,Appliances,41.62,3,0.1,14.93
IN-100182,CU-0564,Customer_CU-0564,Corporate,2023-12-24,2023-12-27,Standard Class,Delhi,North,Furniture,Chairs,140.23,1,0.1,25.91
IN-100183,CU-0668,Customer_CU-0668,Consumer,2021-11-20,2021-11-24,Second Class,West Bengal,East,Technology,Copiers,1026.82,1,0.2,270.9
IN-100184,CU-0508,Customer_CU-0508,Consumer,2022-04-21,2022-04-26,First Class,Rajasthan,North,Office Supplies,Labels,73.62,6,0.1,10.95
IN-100185,CU-0657,Customer_CU-0657,Consumer,2022-01-17,2022-01-25,Standard Class,Maharashtra,West,Technology,Phones,1264.71,6,0.0,340.42
IN-100186,CU-0191,Customer_CU-0191,Home Office,2023-12-10,2023-12-15,Standard Class,Andhra Pradesh,South,Furniture,Furnishings,482.31,1,0.0,200.74
IN-100187,CU-0411,Customer_CU-0411,Consumer,2021-01-29,2021-02-04,Standard Class,Rajasthan,North,Technology,Accessories,622.94,2,0.1,129.81
IN-100188,CU-0338,Customer_CU-0338,Corporate,2021-07-15,2021-07-18,Standard Class,Kerala,South,Furniture,Furnishings,167.77,2,0.4,41.6
IN-100189,CU-0416,Customer_CU-0416,Consumer,2022-09-11,2022-09-16,Standard Class,Andhra Pradesh,South,Office Supplies,Labels,23.03,1,0.1,4.43
IN-100190,CU-0490,Customer_CU-0490,Consumer,2023-10-27,2023-11-04,Same Day,Delhi,North,Office Supplies,Appliances,60.23,2,0.1,7.1
IN-100191,CU-0781,Customer_CU-0781,Consumer,2021-11-10,2021-11-15,First Class,Haryana,North,Office Supplies,Envelopes,194.56,4,0.2,14.82
IN-100192,CU-0561,Customer_CU-0561,Corporate,2022-05-22,2022-05-28,Standard Class,Assam,East,Office Supplies,Storage,109.15,1,0.1,20.62
IN-100193,CU-0094,Customer_CU-0094,Consumer,2023-11-02,2023-11-05,Standard Class,Rajasthan,North,Office Supplies,Art,29.34,1,0.0,8.62
IN-100194,CU-0741,Customer_CU-0741,Consumer,2023-11-12,2023-11-16,First Class,Gujarat,West,Furniture,Furnishings,379.38,1,0.2,80.79
IN-100195,CU-0071,Customer_CU-0071,Consumer,2021-02-14,2021-02-18,Standard Class,Chhattisgarh,Central,Furniture,Tables,449.55,3,0.0,145.16
IN-100196,CU-0392,Customer_CU-0392,Consumer,2023-08-25,2023-08-27,Same Day,Gujarat,West,Technology,Accessories,300.22,3,0.2,16.96
IN-100197,CU-0183,Customer_CU-0183,Corporate,2023-07-08,2023-07-15,Standard Class,Tamil Nadu,South,Technology,Copiers,763.84,2,0.1,153.88
IN-100198,CU-0389,Customer_CU-0389,Corporate,2023-03-16,2023-03-21,Standard Class,Maharashtra,West,Office Supplies,Binders,94.86,2,0.2,5.36
IN-100199,CU-0630,Customer_CU-0630,Consumer,2022-04-16,2022-04-19,Second Class,Andhra Pradesh,South,Technology,Accessories,237.78,4,0.0,44.57
IN-100200,CU-0412,Customer_CU-0412,Consumer,2021-02-02,2021-02-05,Second Class,Uttarakhand,North,Furniture,Chairs,439.76,3,0.0,119.03
IN-100201,CU-0613,Customer_CU-0613,Corporate,2023-06-18,2023-06-21,Standard Class,Gujarat,West,Furniture,Chairs,517.3,4,0.2,136.16
IN-100202,CU-0642,Customer_CU-0642,Home Office,2022-10-19,2022-10-22,First Class,Haryana,North,Furniture,Tables,785.59,6,0.1,299.87
IN-100203,CU-0773,Customer_CU-0773,Corporate,2023-05-25,2023-05-30,Standard Class,Punjab,North,Furniture,Bookcases,767.43,2,0.3,156.85
IN-100204,CU-0138,Customer_CU-0138,Home Office,2023-08-28,2023-08-31,Standard Class,Gujarat,West,Furniture,Bookcases,109.71,3,0.3,2.81
IN-100205,CU-0275,Customer_CU-0275,Corporate,2023-03-07,2023-03-10,Standard Class,Tamil Nadu,South,Furniture,Bookcases,155.98,1,0.4,-0.65
IN-100206,CU-0341,Customer_CU-0341,Corporate,2023-02-12,2023-02-18,Standard Class,Tamil Nadu,South,Office Supplies,Labels,143.1,3,0.0,31.7
IN-100207,CU-0619,Customer_CU-0619,Consumer,2022-09-13,2022-09-22,Standard Class,West Bengal,East,Furniture,Tables,498.21,7,0.5,82.11
IN-100208,CU-0510,Customer_CU-0510,Consumer,2022-02-23,2022-02-27,Standard Class,Telangana,South,Furniture,Bookcases,498.72,2,0.1,119.65
IN-100209,CU-0150,Customer_CU-0150,Corporate,2023-08-13,2023-08-15,Standard Class,Kerala,South,Office Supplies,Paper,2885.51,2,0.3,544.75
IN-100210,CU-0671,Customer_CU-0671,Home Office,2021-02-03,2021-02-07,Standard Class,Telangana,South,Office Supplies,Fasteners,150.48,2,0.0,52.82
IN-100211,CU-0556,Customer_CU-0556,Consumer,2022-11-23,2022-11-27,Standard Class,Odisha,East,Technology,Copiers,1848.28,1,0.0,390.92
IN-100212,CU-0518,Customer_CU-0518,Corporate,2021-05-01,2021-05-06,Standard Class,Maharashtra,West,Furniture,Chairs,708.54,1,0.1,104.32
IN-100213,CU-0549,Customer_CU-0549,Home Office,2023-07-23,2023-07-27,Second Class,Bihar,East,Office Supplies,Paper,161.78,2,0.0,46.97
IN-100214,CU-0363,Customer_CU-0363,Consumer,2022-08-11,2022-08-13,Standard Class,Rajasthan,North,Office Supplies,Fasteners,67.78,1,0.0,28.54
IN-100215,CU-0083,Customer_CU-0083,Corporate,2022-07-02,2022-07-08,First Class,Punjab,North,Furniture,Bookcases,606.18,3,0.1,198.24
IN-100216,CU-0661,Customer_CU-0661,Home Office,2021-03-06,2021-03-08,First Class,Jharkhand,East,Technology,Copiers,331.78,3,0.0,85.92
IN-100217,CU-0077,Customer_CU-0077,Consumer,2022-11-10,2022-11-15,Standard Class,Uttar Pradesh,North,Furniture,Chairs,273.29,5,0.0,51.81
IN-100218,CU-0730,Customer_CU-0730,Corporate,2022-07-29,2022-08-05,Second Class,Rajasthan,North,Office Supplies,Labels,58.16,6,0.3,11.96
IN-100219,CU-0774,Customer_CU-0774,Home Office,2023-03-27,2023-04-04,Standard Class,Chhattisgarh,Central,Technology,Accessories,716.0,2,0.0,142.92
IN-100220,CU-0620,Customer_CU-0620,Consumer,2021-10-14,2021-10-20,Standard Class,Assam,East,Office Supplies,Storage,722.84,1,0.2,177.99
IN-100221,CU-0191,Customer_CU-0191,Home Office,2023-03-24,2023-04-02,Standard Class,Andhra Pradesh,South,Technology,Phones,123.9,1,0.2,26.62
IN-100222,CU-0758,Customer_CU-0758,Corporate,2023-02-18,2023-02-20,Second Class,Uttar Pradesh,North,Office Supplies,Appliances,166.94,1,0.2,54.32
IN-100223,CU-0442,Customer_CU-0442,Consumer,2023-03-09,2023-03-13,Standard Class,Maharashtra,West,Furniture,Chairs,90.91,4,0.4,10.6
IN-100224,CU-0395,Customer_CU-0395,Corporate,2023-07-09,2023-07-14,Standard Class,Delhi,North,Office Supplies,Fasteners,58.87,1,0.0,20.24
IN-100225,CU-0143,Customer_CU-0143,Consumer,2021-01-26,2021-01-30,Standard Class,Jharkhand,East,Technology,Phones,1772.34,3,0.3,11.61
IN-100226,CU-0253,Customer_CU-0253,Corporate,2022-07-05,2022-07-09,Standard Class,Tamil Nadu,South,Technology,Accessories,704.76,1,0.0,258.8
IN-100227,CU-0338,Customer_CU-0338,Corporate,2023-10-13,2023-10-18,Standard Class,Delhi,North,Furniture,Furnishings,139.46,2,0.0,62.47
IN-100228,CU-0327,Customer_CU-0327,Consumer,2023-06-21,2023-06-25,Same Day,Telangana,South,Office Supplies,Art,47.29,1,0.0,7.84
IN-100229,CU-0578,Customer_CU-0578,Corporate,2022-08-20,2022-08-26,Standard Class,Chhattisgarh,Central,Office Supplies,Paper,165.94,1,0.2,41.86
IN-100230,CU-0710,Customer_CU-0710,Consumer,2022-02-14,2022-02-19,Second Class,Jharkhand,East,Office Supplies,Art,46.65,6,0.0,10.82
IN-100231,CU-0076,Customer_CU-0076,Corporate,2021-05-22,2021-05-29,Second Class,Gujarat,West,Technology,Copiers,808.2,3,0.1,264.6
IN-100232,CU-0369,Customer_CU-0369,Corporate,2023-07-09,2023-07-18,Second Class,Jharkhand,East,Technology,Copiers,692.99,3,0.1,85.85
IN-100233,CU-0771,Customer_CU-0771,Corporate,2021-06-24,2021-06-27,Standard Class,Rajasthan,North,Furniture,Bookcases,196.12,7,0.2,66.04
IN-100234,CU-0227,Customer_CU-0227,Corporate,2022-11-11,2022-11-20,Second Class,Maharashtra,West,Technology,Phones,4580.44,3,0.0,1756.14
IN-100235,CU-0748,Customer_CU-0748,Home Office,2023-07-02,2023-07-06,Standard Class,Madhya Pradesh,Central,Technology,Accessories,1176.77,1,0.3,182.6
IN-100236,CU-0069,Customer_CU-0069,Corporate,2021-10-18,2021-10-22,Standard Class,West Bengal,East,Technology,Copiers,107.49,1,0.1,31.76
IN-100237,CU-0250,Customer_CU-0250,Consumer,2022-09-07,2022-09-09,Same Day,Maharashtra,West,Office Supplies,Storage,106.46,3,0.2,16.57
IN-100238,CU-0674,Customer_CU-0674,Consumer,2023-11-23,2023-11-26,Standard Class,Jharkhand,East,Furniture,Bookcases,194.53,4,0.1,50.85
IN-100239,CU-0065,Customer_CU-0065,Consumer,2023-06-05,2023-06-09,Second Class,Odisha,East,Office Supplies,Binders,193.87,3,0.1,54.93
IN-100240,CU-0655,Customer_CU-0655,Home Office,2021-07-28,2021-08-03,Standard Class,Madhya Pradesh,Central,Office Supplies,Art,44.11,1,0.0,13.79
IN-100241,CU-0305,Customer_CU-0305,Corporate,2022-10-04,2022-10-09,Second Class,Chhattisgarh,Central,Office Supplies,Fasteners,81.19,2,0.0,27.96
IN-100242,CU-0142,Customer_CU-0142,Consumer,2021-06-23,2021-06-29,Standard Class,Uttar Pradesh,North,Technology,Phones,1047.84,3,0.0,413.99
IN-100243,CU-0368,Customer_CU-0368,Consumer,2023-02-25,2023-03-01,Second Class,Jharkhand,East,Technology,Accessories,1449.8,1,0.0,526.78
IN-100244,CU-0501,Customer_CU-0501,Consumer,2021-01-20,2021-01-25,First Class,Jharkhand,East,Furniture,Furnishings,126.44,3,0.2,25.48
IN-100245,CU-0792,Customer_CU-0792,Corporate,2021-12-09,2021-12-11,Standard Class,Telangana,South,Furniture,Tables,252.75,1,0.0,96.69
IN-100246,CU-0737,Customer_CU-0737,Home Office,2023-10-12,2023-10-17,Standard Class,Andhra Pradesh,South,Furniture,Chairs,225.89,2,0.3,11.98
IN-100247,CU-0450,Customer_CU-0450,Consumer,2023-06-23,2023-06-28,First Class,Uttar Pradesh,North,Technology,Phones,369.45,2,0.0,55.49
IN-100248,CU-0212,Customer_CU-0212,Consumer,2021-08-29,2021-09-04,Second Class,Chhattisgarh,Central,Furniture,Tables,1356.09,3,0.2,124.33
IN-100249,CU-0274,Customer_CU-0274,Consumer,2022-02-28,2022-03-07,Standard Class,Jharkhand,East,Office Supplies,Envelopes,129.6,2,0.0,37.37
IN-100250,CU-0130,Customer_CU-0130,Consumer,2023-11-20,2023-11-29,First Class,Gujarat,West,Office Supplies,Storage,28.94,5,0.3,1.86
IN-100251,CU-0425,Customer_CU-0425,Consumer,2021-09-29,2021-10-02,Standard Class,Uttar Pradesh,North,Office Supplies,Envelopes,205.63,2,0.2,30.25
IN-100252,CU-0336,Customer_CU-0336,Consumer,2023-02-08,2023-02-13,Same Day,Punjab,North,Office Supplies,Storage,607.86,6,0.1,192.41
IN-100253,CU-0440,Customer_CU-0440,Corporate,2021-01-06,2021-01-13,Standard Class,Odisha,East,Office Supplies,Storage,227.97,5,0.1,43.5
IN-100254,CU-0781,Customer_CU-0781,Consumer,2022-03-10,2022-03-15,First Class,Kerala,South,Technology,Machines,169.45,5,0.1,61.14
IN-100255,CU-0208,Customer_CU-0208,Consumer,2021-04-10,2021-04-12,Same Day,Maharashtra,West,Office Supplies,Paper,58.22,2,0.0,11.22
IN-100256,CU-0054,Customer_CU-0054,Corporate,2021-09-28,2021-10-05,Second Class,Andhra Pradesh,South,Technology,Accessories,2080.2,1,0.0,711.16
IN-100257,CU-0232,Customer_CU-0232,Consumer,2023-03-23,2023-03-28,Standard Class,Haryana,North,Office Supplies,Binders,47.61,1,0.1,8.99
IN-100258,CU-0393,Customer_CU-0393,Consumer,2023-11-30,2023-12-06,Standard Class,Kerala,South,Furniture,Chairs,471.09,2,0.3,1.67
IN-100259,CU-0657,Customer_CU-0657,Consumer,2021-07-02,2021-07-08,First Class,Kerala,South,Furniture,Chairs,613.82,2,0.1,190.42
IN-100260,CU-0422,Customer_CU-0422,Corporate,2021-10-20,2021-10-22,Standard Class,Uttarakhand,North,Office Supplies,Labels,39.09,3,0.1,10.47
IN-100261,CU-0144,Customer_CU-0144,Home Office,2023-06-26,2023-07-03,Standard Class,Gujarat,West,Furniture,Chairs,314.94,2,0.3,38.78
IN-100262,CU-0675,Customer_CU-0675,Home Office,2022-05-23,2022-05-27,Standard Class,Jharkhand,East,Furniture,Tables,24.7,1,0.2,3.3
IN-100263,CU-0507,Customer_CU-0507,Home Office,2022-09-10,2022-09-13,Same Day,West Bengal,East,Office Supplies,Supplies,35.8,1,0.2,9.36
IN-100264,CU-0583,Customer_CU-0583,Corporate,2023-03-02,2023-03-05,Standard Class,Assam,East,Technology,Phones,529.9,2,0.2,183.55
IN-100265,CU-0041,Customer_CU-0041,Consumer,2023-05-12,2023-05-16,Standard Class,Bihar,East,Office Supplies,Art,29.28,1,0.3,2.02
IN-100266,CU-0157,Customer_CU-0157,Corporate,2021-05-04,2021-05-12,Standard Class,Assam,East,Technology,Machines,2890.46,2,0.2,644.36
IN-100267,CU-0068,Customer_CU-0068,Home Office,2022-07-23,2022-07-25,Second Class,Gujarat,West,Furniture,Tables,105.2,3,0.2,24.49
IN-100268,CU-0683,Customer_CU-0683,Corporate,2022-09-28,2022-10-04,Standard Class,Karnataka,South,Office Supplies,Binders,60.58,1,0.0,10.46
IN-100269,CU-0171,Customer_CU-0171,Corporate,2021-12-26,2021-12-29,Second Class,Maharashtra,West,Office Supplies,Art,101.26,2,0.0,16.62
IN-100270,CU-0643,Customer_CU-0643,Consumer,2023-02-01,2023-02-04,Same Day,Maharashtra,West,Technology,Phones,2433.65,2,0.0,781.69
IN-100271,CU-0588,Customer_CU-0588,Corporate,2021-06-07,2021-06-12,Standard Class,Karnataka,South,Office Supplies,Envelopes,24.72,2,0.1,5.68
IN-100272,CU-0184,Customer_CU-0184,Consumer,2021-08-25,2021-08-28,First Class,Karnataka,South,Office Supplies,Labels,256.43,1,0.2,88.81
IN-100273,CU-0382,Customer_CU-0382,Consumer,2021-03-14,2021-03-19,Standard Class,Uttar Pradesh,North,Office Supplies,Fasteners,90.85,3,0.0,29.54
IN-100274,CU-0290,Customer_CU-0290,Consumer,2021-09-02,2021-09-07,Standard Class,Uttar Pradesh,North,Furniture,Tables,150.62,6,0.3,0.84
IN-100275,CU-0378,Customer_CU-0378,Corporate,2022-09-29,2022-10-03,Standard Class,Maharashtra,West,Office Supplies,Paper,136.44,4,0.0,49.46
IN-100276,CU-0010,Customer_CU-0010,Consumer,2023-10-08,2023-10-17,First Class,Gujarat,West,Furniture,Tables,387.32,1,0.0,126.65
IN-100277,CU-0146,Customer_CU-0146,Consumer,2022-11-18,2022-11-20,Standard Class,Telangana,South,Office Supplies,Fasteners,52.45,1,0.0,15.27
IN-100278,CU-0404,Customer_CU-0404,Consumer,2022-07-28,2022-07-30,Second Class,Madhya Pradesh,Central,Furniture,Furnishings,349.27,3,0.1,61.34
IN-100279,CU-0754,Customer_CU-0754,Corporate,2021-06-03,2021-06-08,Second Class,Gujarat,West,Furniture,Furnishings,242.68,2,0.0,90.2
IN-100280,CU-0461,Customer_CU-0461,Consumer,2022-10-31,2022-11-04,Standard Class,Tamil Nadu,South,Technology,Accessories,736.69,4,0.3,190.93
IN-100281,CU-0312,Customer_CU-0312,Consumer,2023-08-13,2023-08-17,First Class,West Bengal,East,Furniture,Bookcases,560.99,5,0.1,146.42
IN-100282,CU-0179,Customer_CU-0179,Consumer,2021-03-24,2021-03-27,Standard Class,Tamil Nadu,South,Technology,Accessories,2772.25,2,0.2,164.89
IN-100283,CU-0228,Customer_CU-0228,Consumer,2021-03-05,2021-03-14,First Class,Delhi,North,Technology,Accessories,218.32,1,0.0,45.59
IN-100284,CU-0662,Customer_CU-0662,Consumer,2021-09-25,2021-09-28,Standard Class,Tamil Nadu,South,Technology,Machines,4535.68,4,0.1,1462.09
IN-100285,CU-0405,Customer_CU-0405,Corporate,2023-06-28,2023-07-05,First Class,Delhi,North,Furniture,Bookcases,69.29,1,0.0,21.6
IN-100286,CU-0629,Customer_CU-0629,Consumer,2023-10-14,2023-10-16,Standard Class,Rajasthan,North,Office Supplies,Fasteners,78.52,1,0.0,13.94
IN-100287,CU-0539,Customer_CU-0539,Consumer,2022-05-19,2022-05-24,Second Class,Jharkhand,East,Technology,Copiers,1129.45,2,0.0,478.53
IN-100288,CU-0515,Customer_CU-0515,Consumer,2022-05-26,2022-05-31,First Class,Punjab,North,Office Supplies,Labels,115.92,2,0.2,28.08
IN-100289,CU-0484,Customer_CU-0484,Consumer,2022-10-21,2022-10-25,First Class,Kerala,South,Furniture,Chairs,200.71,4,0.2,68.48
IN-100290,CU-0058,Customer_CU-0058,Consumer,2023-12-21,2023-12-25,First Class,Rajasthan,North,Office Supplies,Binders,74.64,1,0.0,18.88
IN-100291,CU-0029,Customer_CU-0029,Corporate,2022-03-26,2022-03-31,First Class,Rajasthan,North,Technology,Machines,426.79,4,0.0,116.19
IN-100292,CU-0180,Customer_CU-0180,Home Office,2022-12-22,2022-12-30,Standard Class,Chhattisgarh,Central,Office Supplies,Art,52.96,4,0.3,2.59
IN-100293,CU-0134,Customer_CU-0134,Home Office,2023-10-02,2023-10-04,Standard Class,Uttarakhand,North,Furniture,Tables,651.76,1,0.0,190.36
IN-100294,CU-0374,Customer_CU-0374,Consumer,2022-11-29,2022-12-05,Standard Class,Maharashtra,West,Technology,Phones,917.19,1,0.0,218.83
IN-100295,CU-0655,Customer_CU-0655,Home Office,2021-05-29,2021-06-02,First Class,Chhattisgarh,Central,Office Supplies,Fasteners,48.25,1,0.0,17.34
IN-100296,CU-0182,Customer_CU-0182,Corporate,2023-09-25,2023-09-30,Standard Class,Uttar Pradesh,North,Furniture,Bookcases,678.36,2,0.2,71.68
IN-100297,CU-0580,Customer_CU-0580,Home Office,2021-01-04,2021-01-12,Standard Class,Chhattisgarh,Central,Office Supplies,Fasteners,118.7,6,0.0,31.96
IN-100298,CU-0726,Customer_CU-0726,Home Office,2021-08-02,2021-08-10,Standard Class,Tamil Nadu,South,Furniture,Bookcases,632.89,1,0.0,98.28
IN-100299,CU-0449,Customer_CU-0449,Corporate,2022-11-19,2022-11-23,Standard Class,Uttar Pradesh,North,Technology,Accessories,1172.23,4,0.1,345.64
IN-100300,CU-0777,Customer_CU-0777,Corporate,2023-05-10,2023-05-19,Standard Class,Punjab,North,Technology,Copiers,315.42,4,0.0,106.42
IN-100301,CU-0165,Customer_CU-0165,Consumer,2022-04-07,2022-04-10,First Class,Telangana,South,Furniture,Chairs,211.0,1,0.0,78.42
IN-100302,CU-0622,Customer_CU-0622,Corporate,2021-06-03,2021-06-08,Second Class,Uttarakhand,North,Furniture,Bookcases,600.54,3,0.5,-40.82
IN-100303,CU-0677,Customer_CU-0677,Consumer,2023-06-09,2023-06-12,Standard Class,West Bengal,East,Furniture,Bookcases,538.24,3,0.5,41.56
IN-100304,CU-0302,Customer_CU-0302,Consumer,2022-07-31,2022-08-04,Standard Class,Punjab,North,Furniture,Chairs,324.82,1,0.2,31.85
IN-100305,CU-0483,Customer_CU-0483,Consumer,2023-09-11,2023-09-14,Second Class,Rajasthan,North,Furniture,Tables,362.8,2,0.2,20.64
IN-100306,CU-0451,Customer_CU-0451,Consumer,2023-09-29,2023-10-06,Standard Class,Jharkhand,East,Technology,Phones,2100.43,2,0.0,711.4
IN-100307,CU-0775,Customer_CU-0775,Consumer,2023-08-11,2023-08-15,Standard Class,Gujarat,West,Technology,Phones,390.56,1,0.2,58.49
IN-100308,CU-0405,Customer_CU-0405,Corporate,2022-04-11,2022-04-16,Standard Class,Jharkhand,East,Technology,Copiers,1088.32,3,0.1,129.61
IN-100309,CU-0198,Customer_CU-0198,Consumer,2021-03-13,2021-03-18,Standard Class,Delhi,North,Office Supplies,Art,75.04,6,0.3,12.4
IN-100310,CU-0069,Customer_CU-0069,Corporate,2021-09-16,2021-09-18,First Class,West Bengal,East,Furniture,Furnishings,277.51,4,0.5,3.28
IN-100311,CU-0430,Customer_CU-0430,Corporate,2021-06-28,2021-07-02,Standard Class,Andhra Pradesh,South,Technology,Machines,1788.08,1,0.1,223.24
IN-100312,CU-0421,Customer_CU-0421,Corporate,2021-08-19,2021-08-23,Standard Class,Delhi,North,Furniture,Chairs,639.27,1,0.2,204.38
IN-100313,CU-0406,Customer_CU-0406,Corporate,2022-06-25,2022-06-29,Standard Class,Karnataka,South,Technology,Copiers,1383.21,3,0.0,455.23
IN-100314,CU-0504,Customer_CU-0504,Consumer,2022-11-10,2022-11-16,Standard Class,Andhra Pradesh,South,Furniture,Furnishings,938.59,4,0.4,228.95
IN-100315,CU-0662,Customer_CU-0662,Consumer,2021-07-21,2021-07-30,Standard Class,Telangana,South,Furniture,Tables,335.9,4,0.5,22.53
IN-100316,CU-0319,Customer_CU-0319,Consumer,2021-07-02,2021-07-05,Standard Class,Bihar,East,Furniture,Furnishings,569.96,4,0.3,22.71
IN-100317,CU-0370,Customer_CU-0370,Consumer,2023-11-04,2023-11-08,Standard Class,Rajasthan,North,Office Supplies,Labels,68.09,4,0.0,13.63
IN-100318,CU-0486,Customer_CU-0486,Consumer,2022-02-12,2022-02-16,Same Day,Delhi,North,Technology,Copiers,890.47,2,0.1,291.56
IN-100319,CU-0227,Customer_CU-0227,Corporate,2022-12-18,2022-12-22,Standard Class,Telangana,South,Technology,Phones,591.62,5,0.0,257.42
IN-100320,CU-0663,Customer_CU-0663,Consumer,2022-04-07,2022-04-13,First Class,Assam,East,Technology,Copiers,725.82,4,0.0,156.71
IN-100321,CU-0386,Customer_CU-0386,Corporate,2021-12-21,2021-12-26,Standard Class,Andhra Pradesh,South,Furniture,Tables,531.72,3,0.2,35.68
IN-100322,CU-0679,Customer_CU-0679,Consumer,2022-12-16,2022-12-21,Standard Class,Telangana,South,Furniture,Furnishings,171.64,2,0.2,17.63
IN-100323,CU-0284,Customer_CU-0284,Consumer,2023-02-06,2023-02-11,Standard Class,Telangana,South,Office Supplies,Appliances,591.79,2,0.1,151.19
IN-100324,CU-0615,Customer_CU-0615,Corporate,2022-06-19,2022-06-25,First Class,West Bengal,East,Office Supplies,Appliances,36.4,5,0.0,8.02
IN-100325,CU-0037,Customer_CU-0037,Consumer,2023-04-08,2023-04-14,Standard Class,Maharashtra,West,Office Supplies,Art,30.18,1,0.1,3.04
IN-100326,CU-0175,Customer_CU-0175,Consumer,2022-01-24,2022-01-28,Standard Class,Jharkhand,East,Office Supplies,Binders,255.26,6,0.1,65.67
IN-100327,CU-0671,Customer_CU-0671,Home Office,2022-01-06,2022-01-10,First Class,Andhra Pradesh,South,Technology,Accessories,1356.27,5,0.2,247.24
IN-100328,CU-0482,Customer_CU-0482,Consumer,2021-07-02,2021-07-05,First Class,Haryana,North,Furniture,Bookcases,544.19,1,0.3,109.17
